#{"t_start": 1746507861.963455, "env_id": "MergeEnv-v0"}
-1.931483,22,522.290268
0.606003,21,522.692837
-22.678624,33,523.243999
-6.087744,30,523.758232
0.643317,19,524.099882
-3.946622,27,524.611114
-0.052021,21,525.009749
-0.5689,19,525.352159
0.219872,25,525.791691
0.807101,21,526.17924
0.192091,24,526.602278
0.721539,26,527.057127
-2.429526,32,527.598881
-8.758462,21,527.965661
-2.563239,20,528.31631
-6.954068,19,528.88675
0.047459,32,529.430112
-1.951166,24,529.847141
0.008547,27,530.311837
-3.486077,22,530.695392
0.782728,21,531.062942
-3.183744,27,531.527156
0.482176,27,531.995365
0.109161,31,532.571645
-3.973773,28,533.050654
0.035594,30,533.561865
0.237707,23,533.958767
-1.976443,26,534.404904
-4.800826,27,534.867858
-0.842477,25,535.312757
0.197205,26,535.790391
-0.612275,22,536.183649
0.611085,23,536.58393
-0.296107,32,537.13038
0.230991,28,537.611733
-7.181661,31,538.144956
-7.178701,24,538.647813
-7.213356,32,539.191746
-0.259291,30,539.707307
-2.110198,32,540.248248
-3.939396,26,540.700964
-5.150913,30,541.217029
0.465241,25,541.651075
0.121384,22,542.034228
0.01321,22,542.500015
-7.938804,21,542.927805
0.189907,22,543.311064
0.375082,23,543.712672
-0.231898,31,544.243746
0.098794,23,544.651774
-4.035559,22,545.03825
-2.487606,32,545.583788
-1.824887,23,545.987419
-6.49325,27,546.493687
-4.274691,26,546.971563
-2.977611,21,547.344057
-5.461523,33,547.912311
-7.597726,21,548.281063
0.256396,23,548.697832
-2.727818,20,549.055122
-6.880028,27,549.532601
-2.231704,29,550.036253
-3.722717,24,550.457131
-2.275096,28,550.958446
-2.857215,21,551.327661
0.711405,26,551.77683
-10.22383,23,552.175857
0.081585,26,552.667844
0.053178,25,553.098344
-3.181609,22,553.48834
-8.630832,22,553.871791
-5.247767,31,554.402283
0.292234,26,554.855276
-4.148148,27,555.31888
0.281075,20,555.679787
-0.034592,29,556.179537
-9.389477,31,556.712798
-5.927243,22,557.118416
-15.20414,20,557.629868
0.742902,19,557.971813
0.357665,23,558.390388
-3.289711,31,558.930846
-8.124585,29,559.430787
0.202197,23,559.839452
0.060563,30,560.356585
0.227305,24,560.777225
0.252761,28,561.259625
0.13484,22,561.646724
-0.528299,22,562.036375
-3.748372,26,562.516299
0.09112,23,562.940255
0.267063,26,563.393097
0.291257,26,563.845429
-1.307859,30,564.361308
0.239213,30,564.874704
-12.3471,27,565.448312
-0.078834,29,565.946717
0.1079,27,566.417721
0.448415,23,566.838879
-0.067825,29,567.38507
-1.842337,30,567.910784
0.184743,31,568.503741
-2.050739,27,568.989138
-3.994699,21,569.362005
0.665424,26,569.826312
-0.03204,31,570.359208
0.168381,21,570.733756
-1.985777,23,571.145987
-9.820744,27,571.615418
0.129669,26,572.073815
0.069704,20,572.509783
0.665073,26,573.026886
0.14105,22,573.636751
-9.065164,24,574.05304
0.110121,29,574.643831
0.466767,19,575.063705
-0.06045,28,575.555916
-0.023852,24,575.986556
-0.097267,30,576.505029
0.012472,28,577.023849
-2.877968,22,577.417452
-3.487819,33,577.996928
0.05106,29,578.554338
-4.396073,31,579.149533
-1.915764,20,579.571252
-3.087514,32,580.141276
0.028067,29,580.659614
-6.39864,33,581.251583
-5.175401,25,581.691943
-7.18542,30,582.225782
0.484195,23,582.654089
-1.918928,24,583.10647
0.078065,27,583.585686
-0.640224,22,583.982785
0.342018,24,584.40686
-6.022322,25,584.848613
0.26222,23,585.258395
0.699196,22,585.77124
-0.063943,26,586.223194
-1.11459,26,586.681116
0.722109,19,587.04078
-9.085664,30,587.564195
-0.745212,20,587.925387
-3.878944,30,588.444324
0.365992,24,588.865541
-0.870376,20,589.227092
0.197507,21,589.633987
-3.977704,30,590.198782
-0.01057,28,590.696083
0.10601,28,591.210458
-0.066173,28,591.700547
0.273128,22,592.109072
0.223698,24,592.538613
0.407651,28,593.084763
0.269442,23,593.497565
-0.262562,29,594.006917
-1.588894,22,594.398857
0.243537,21,594.776052
0.639326,26,595.243842
0.132491,21,595.626092
-9.185123,28,596.114205
0.245473,23,596.519906
-1.868858,24,596.941175
-0.005168,24,597.364896
-9.301294,27,597.835489
-10.115113,24,598.26087
-0.115804,31,598.794871
0.067884,28,599.285741
-0.07097,24,599.715145
-0.175839,27,600.189885
0.61225,20,600.570645
0.223079,21,600.977985
0.450648,29,601.49692
-4.774534,26,601.954397
-9.348949,25,602.394635
0.436945,21,602.765869
-11.222424,22,603.243129
-3.081517,30,603.829498
-4.773087,27,604.301302
-3.32631,32,604.856951
0.800203,20,605.248226
-0.632439,20,605.606265
-0.435632,32,606.163105
-0.127816,31,606.815285
-5.275168,30,607.340073
-6.477896,33,607.912759
-6.822023,24,608.333354
-3.337353,19,608.686927
0.199229,22,609.078422
-1.878506,26,609.53596
0.589466,30,610.070945
0.034032,24,610.49148
-5.274315,32,611.046381
0.701068,21,611.465629
0.031626,28,611.990506
-0.002416,28,612.478755
-7.05016,25,612.916647
-1.817587,22,613.349211
-7.914745,31,613.901387
-1.945456,21,614.283853
0.271927,24,614.719701
0.299201,23,615.135237
-2.985124,22,615.536336
0.252713,20,615.913627
0.271407,21,616.305793
-1.191961,26,616.773062
0.668337,30,617.292172
-27.278521,28,617.781342
-5.842495,25,618.222294
0.08549,26,618.695242
0.246937,21,619.369649
-3.97215,21,619.738066
-0.112502,29,620.231017
-4.366668,29,620.835581
0.138636,25,621.273911
-0.325259,29,621.780995
0.798958,20,622.145049
-0.17814,26,622.643483
0.766586,20,623.023279
-12.210574,27,623.522067
0.35815,22,623.936121
-0.952122,20,624.381906
0.271281,22,624.775914
-0.009467,31,625.312297
0.501172,21,625.684037
-3.695411,21,626.0629
-0.016571,29,626.567333
-0.076824,23,626.970187
-0.028949,29,627.475378
-7.427056,31,628.008656
-2.831633,23,628.415006
0.254799,23,628.818146
0.131296,25,629.25237
0.112679,27,629.72829
0.464774,19,630.069501
-6.03225,21,630.44158
-4.17933,28,630.926512
0.156713,23,631.337588
0.585507,19,631.681788
0.623654,30,632.198105
-6.007775,26,632.650692
-2.424678,32,633.239769
-4.202154,31,633.962359
0.474839,26,634.42743
0.723347,29,634.936186
0.127545,30,635.453535
-14.228439,19,635.796511
0.455672,21,636.166596
-1.997622,28,636.654122
0.053674,24,637.077756
0.053172,30,637.609551
-8.320475,28,638.109968
-0.051148,28,638.616363
-7.541559,28,639.120208
-4.019349,30,639.669298
-11.488481,32,640.232763
0.40819,23,640.64151
-4.021462,25,641.083824
-3.049191,32,641.672933
-1.965621,21,642.204244
0.141453,21,643.088175
0.352608,20,643.607138
0.64343,23,644.208428
-2.892462,27,645.007754
-2.708515,27,645.769745
0.506649,21,646.226036
-4.151649,26,646.734666
0.009383,31,647.542178
0.750119,21,648.068393
0.0522,28,648.652411
-11.008994,23,649.107777
0.323629,24,649.646631
0.097576,20,650.02459
-8.75035,28,650.531738
-12.390837,27,651.013625
-4.035604,27,651.500283
-3.120292,28,652.052722
0.459764,20,652.422817
0.042238,27,652.905078
-2.144036,26,653.42958
-0.078661,29,653.966466
0.739448,27,654.507785
0.734267,22,654.957009
0.370746,24,655.421874
-2.432094,20,655.818025
0.191025,24,656.283503
-18.435404,30,656.823885
-0.008661,28,657.326466
0.474644,27,657.81251
0.251071,29,658.33019
-2.540449,24,658.766146
-6.991209,29,659.28573
-5.02165,27,659.771926
-3.742247,31,660.325269
0.113929,24,660.760985
-0.154138,28,661.268812
0.152352,20,661.638243
-2.133691,25,662.0926
-0.920254,24,662.532044
0.27107,25,662.985858
0.116517,23,663.503473
0.539533,26,664.057948
0.065889,28,664.602634
-4.294552,26,665.132386
0.551307,30,665.684937
0.295254,25,666.154704
0.139152,27,666.745098
0.422549,27,667.243317
-1.774546,20,667.87391
-1.738624,30,668.406916
-3.48291,28,668.938643
-5.660369,23,669.379377
0.266788,23,669.838286
-2.566135,21,670.239211
0.383986,28,670.756629
-2.161293,28,671.280047
0.21896,30,671.862529
0.428925,22,672.278235
0.162764,26,672.759064
-3.361333,28,673.270865
0.070785,24,673.71555
0.111455,23,674.206835
0.065514,26,674.693749
-0.448886,28,675.210996
0.778379,22,675.792793
0.583235,24,676.338291
-0.03445,29,676.884165
0.051122,27,677.419805
-3.164937,28,677.957552
-5.330327,26,678.49584
0.02554,31,679.105858
-6.945957,30,679.661648
-4.000544,27,680.162354
-0.082413,26,680.652219
0.068589,26,681.134966
0.786973,19,681.61512
0.314171,21,682.022717
-0.748534,20,682.409357
0.080865,22,682.825457
-4.943817,20,683.208352
0.063029,22,683.625015
-1.605274,19,683.998107
0.049948,26,684.547853
0.211247,26,685.036636
-2.876556,21,685.462396
0.704134,19,685.873543
0.180735,25,686.354404
-5.09078,23,686.78335
-0.197445,27,687.312278
0.295997,19,687.67659
-0.140381,28,688.188636
0.681631,22,688.662633
-1.210431,28,689.269712
-4.88857,25,689.755993
0.334026,25,690.250675
0.2874,29,690.805277
-2.495033,33,691.411853
-5.005693,24,691.855871
0.715126,23,692.290513
-14.548924,31,692.859579
-3.887713,27,693.353635
0.640622,25,693.815611
-1.071351,31,694.498409
-5.818839,29,695.107963
0.310305,30,695.653546
0.501689,19,696.015426
0.75805,25,696.521028
-6.537971,32,697.139394
-4.329588,29,697.670765
-9.779603,26,698.154013
-3.149142,27,698.652604
0.147263,29,699.178587
-2.029701,26,699.705684
-0.000487,28,700.21204
-1.137985,28,700.722998
-8.540734,32,701.299377
0.515825,21,701.70269
0.102345,27,702.215452
0.090274,28,702.850922
-3.792321,21,703.240094
-0.867762,24,703.684849
0.221891,21,704.078196
-3.736146,22,704.531466
0.063846,26,705.005757
-13.580672,28,705.508645
0.375027,23,705.933866
0.725116,21,706.378771
-1.957162,22,706.824277
0.722627,22,707.328428
-4.180389,28,707.912799
-1.949845,22,708.330106
0.116801,23,708.747676
0.809794,22,709.156992
-0.021027,25,709.607247
-4.216491,24,710.046029
-2.274266,25,710.497109
-6.548075,32,711.065737
-1.662224,21,711.453187
0.218739,24,711.885992
0.398398,26,712.382564
-2.997659,22,712.781761
-0.086519,25,713.283522
0.541301,24,713.716559
-12.365392,25,714.164935
0.691837,19,714.572741
0.722559,20,714.943456
-2.286479,27,715.424116
0.063252,28,715.915987
-3.350242,8,716.360876
0.286232,25,716.787124
-0.06421,25,717.224899
0.56266,29,717.744339
-0.052479,29,718.33121
0.185247,20,718.735098
-0.334427,29,719.2458
-0.01593,27,719.742264
-4.746098,31,720.28285
-0.232676,32,720.929445
-5.260276,27,721.410137
-0.172211,30,721.930089
-5.876872,27,722.402014
-5.415209,19,722.744894
-8.372523,30,723.263512
-14.23565,19,723.607506
-0.323082,28,724.096396
0.417718,26,724.67145
-0.04796,31,725.245602
-2.255396,24,725.700869
0.065493,23,726.188372
0.431011,23,726.635816
-2.301852,28,727.130207
-0.332428,32,727.720243
-0.320804,31,728.28737
-0.242167,32,728.950507
-0.375905,32,729.634259
0.27438,23,730.092216
-0.039647,25,730.66357
0.393592,26,731.209413
0.10015,20,731.581039
-0.741183,21,731.981959
-4.468494,31,732.578019
0.314118,20,732.9444
0.708148,23,733.354407
-0.372875,32,733.910661
0.000989,30,734.524883
-14.175399,31,735.087087
0.275005,21,735.467621
-0.159021,28,735.973662
-2.032711,23,736.398386
-1.033543,31,736.95385
-0.966352,27,737.430223
0.323582,22,737.82243
0.047538,20,738.178961
0.192377,21,738.570603
-3.132069,30,739.097173
-3.104946,24,739.52156
-0.029869,24,739.967774
-0.825407,20,740.513426
0.130326,20,740.886976
0.175421,24,741.313929
0.076511,27,741.799544
-1.908459,22,742.189448
-0.142013,30,742.717535
0.115309,22,743.113482
-1.93108,26,743.568083
-0.108384,26,744.021176
-16.272299,24,744.445784
-5.784552,26,744.956736
0.132476,31,745.490745
-2.314177,30,746.007336
-7.317575,26,746.475147
0.060514,23,746.883111
-10.284488,24,747.305547
0.210315,21,747.676429
-2.335635,23,748.080335
0.225873,29,748.580829
0.168623,26,749.032972
0.184493,22,749.428928
0.158672,23,749.837329
0.351384,19,750.202833
-0.172899,30,750.748629
-0.89664,28,751.230567
0.295712,20,751.591231
-6.497216,32,752.145238
-0.374752,30,752.661891
0.144001,23,753.06168
-4.883112,22,753.450652
-0.116169,27,753.91362
0.302205,22,754.367416
-1.777056,20,754.79552
0.366087,23,755.217062
-0.102141,31,755.74802
0.251308,29,756.246654
-2.210455,23,756.651838
-0.135385,29,757.155717
0.697073,21,757.527195
0.006798,31,758.052426
-1.017087,25,758.486466
-2.198498,26,758.931749
0.184615,25,759.365269
-0.00257,26,759.8154
-0.083267,31,760.34244
0.675108,19,760.678427
0.43703,20,761.053412
0.235889,20,761.550558
-6.249356,29,762.058851
-11.140775,50,763.214545
-0.061923,26,763.691059
-2.205984,29,764.193737
0.155926,25,764.621378
-0.035172,29,765.167769
-7.248521,27,765.627883
-20.307242,21,765.994297
-2.309222,27,766.452307
-7.212378,20,766.804166
-3.99454,21,767.176987
-0.173932,27,767.656583
-5.004668,23,768.067634
0.017192,26,768.528235
-4.50276,28,769.018497
0.279319,23,769.431774
0.018594,28,769.928589
0.124518,22,770.325575
0.717546,23,770.794266
0.100912,31,771.371144
0.060015,28,771.896571
0.402655,27,772.421093
-0.143764,28,772.912393
-6.418331,32,773.484894
0.408967,23,773.892704
-3.8898,25,774.332818
-0.238673,26,774.7912
0.463588,25,775.283
-8.374613,31,775.824491
-0.163097,26,776.283563
-3.925465,22,776.677972
-6.281104,29,777.181521
0.056664,24,777.609064
-0.208437,27,778.080108
-2.027673,24,778.53408
0.234141,25,778.976005
0.728319,19,779.317373
0.151312,31,779.859456
0.232262,29,780.360497
-0.780223,21,780.730473
0.041552,25,781.168273
0.078297,27,781.735839
0.33978,23,782.14227
-0.035377,25,782.594844
0.236767,24,783.064043
-1.832803,20,783.43169
-0.16247,24,783.857768
-5.409271,29,784.365197
-0.699022,21,784.739677
-5.160043,26,785.259112
-0.946258,24,785.74301
-0.881166,21,786.129741
-0.226864,31,786.662594
-4.847703,25,787.100573
-0.214827,25,787.542203
0.345834,28,788.029381
-4.410359,32,788.577655
0.234553,26,789.051224
0.08396,27,789.522721
0.586494,24,789.953273
-0.01684,31,790.488148
0.186924,24,790.911345
-16.311926,32,791.459328
-0.060541,28,791.944182
-3.165945,30,792.461148
0.202802,24,792.877702
-2.423312,29,793.40735
0.311451,29,793.970067
0.675128,20,794.331587
-0.122295,31,794.868446
-0.230073,28,795.395155
0.409159,27,795.878088
-4.501001,30,796.401739
0.164126,23,796.805797
-1.737258,24,797.222847
-6.569326,33,797.786283
0.617957,19,798.126237
0.33767,25,798.57568
0.283888,21,798.963444
-5.869866,24,799.381054
-0.062135,24,799.803683
0.305259,25,800.241425
-0.181861,26,800.834497
-0.986469,22,801.221129
-3.173285,28,801.705806
0.057501,27,802.172222
-9.499673,31,802.702986
0.230531,24,803.120666
-0.165075,30,803.638842
0.497954,27,804.110369
-2.78076,31,804.700056
-6.035524,22,805.163716
-3.672283,19,805.569532
-0.009626,21,805.975799
-0.206211,31,806.513068
-2.967771,27,806.98492
0.064023,25,807.423341
-4.533811,50,808.54295
0.161107,29,809.056071
-1.88812,23,809.464495
-4.098349,31,810.00283
-7.788174,20,810.361972
0.413879,23,810.766511
0.185512,29,811.272645
0.179611,29,811.812415
0.016674,29,812.353545
-0.984375,23,812.778879
0.150847,25,813.225206
-1.325294,24,813.649446
0.133734,21,814.031803
-0.122382,29,814.536878
-0.235473,30,815.083239
0.010107,31,815.828986
0.161638,22,816.23996
0.241098,27,816.723157
-5.39566,32,817.278175
-0.073635,29,817.785616
0.373443,25,818.229682
0.101408,31,818.772489
-1.46795,32,819.343205
-3.770409,27,819.857075
0.028648,25,820.306986
-1.687781,20,820.680932
-7.217737,30,821.343626
-0.214651,26,821.806275
0.193414,21,822.220071
-7.031881,22,822.636137
-4.966591,22,823.053909
0.378636,24,823.51537
0.10699,23,823.951537
0.507159,21,824.348894
-4.245733,32,824.934814
0.012362,21,825.353376
0.148388,25,825.820405
0.074107,27,826.421121
-1.132575,27,826.918683
-5.725843,33,827.502963
-4.970007,21,827.885618
-5.81689,20,828.270896
0.272781,20,828.630379
-0.213509,30,829.158219
-0.049909,27,829.65936
-1.98301,22,830.063214
-0.785679,20,830.431618
-3.011937,24,830.858098
0.587171,26,831.317169
0.201501,25,831.761843
0.027679,24,832.196168
0.189479,22,832.604189
-9.998798,23,833.015075
-0.011817,25,833.462615
0.372551,21,833.838739
0.677635,20,834.198588
-6.894336,30,834.754043
-2.892438,23,835.182557
0.290358,22,835.613889
-4.914497,21,836.014857
-1.818014,21,836.396651
-2.872697,20,836.774239
0.262388,27,837.307337
0.184525,23,837.732468
0.444241,27,838.211867
-0.050965,30,838.755091
-7.184816,30,839.283893
0.359991,23,839.693605
0.235827,32,840.355325
-2.395198,29,840.864483
-8.950253,24,841.290885
0.213849,24,841.718781
-7.316408,31,842.260397
0.146655,29,842.766421
0.267996,22,843.161491
0.0157,32,843.734524
-3.412583,30,844.270683
0.626238,19,844.625606
0.057677,24,845.069892
-1.789895,23,845.582044
0.536618,26,846.106483
-0.002586,24,846.537765
-7.207089,28,847.030684
0.258527,30,847.563348
0.01529,25,848.043557
-2.797336,20,848.430314
-6.120106,26,848.913543
0.275663,20,849.286145
0.267459,22,849.680542
0.095306,25,850.126461
-3.06149,22,850.531035
-5.219232,28,851.02273
0.274926,26,851.482244
-1.243442,29,851.987029
-1.89436,30,852.517797
0.022813,29,853.026063
-2.960195,23,853.443274
0.415581,16,854.082228
-5.289942,24,854.503359
0.286541,30,855.028331
-2.592902,26,855.558933
-7.442937,30,856.174292
-6.939728,29,856.685933
-10.170301,28,857.202796
-5.091612,27,857.753505
0.215846,22,858.155831
0.188162,26,858.670604
-0.163238,26,859.172669
0.280998,28,859.672605
-10.167591,29,860.191054
-4.212198,31,860.73341
-3.264491,27,861.213778
-0.032562,31,861.756103
0.138579,31,862.301485
-4.756736,28,862.79824
-4.023001,32,863.3618
-0.563771,20,863.724831
0.009603,21,864.108051
0.292136,22,864.520344
0.372488,26,864.9865
-0.834001,25,865.530067
-2.000179,24,865.990224
-0.115707,28,866.504748
0.651401,24,866.935459
-0.823035,22,867.348394
-2.05609,26,867.878044
0.646377,31,868.431773
0.418632,21,868.814733
-0.627374,29,869.354794
0.678985,29,869.955018
0.03766,26,870.440968
0.316239,26,870.92024
-2.666906,23,871.336301
0.051333,23,871.753408
-1.578924,30,872.335814
0.327057,27,872.836595
-0.050803,27,873.346849
0.435153,22,873.753154
0.357512,20,874.119849
-7.260692,24,874.565073
0.145962,22,874.968441
-2.4327,29,875.484845
-4.721322,22,875.882195
-1.902604,29,876.514768
-7.044793,29,877.068058
-0.085262,25,877.526551
-3.208739,26,877.99884
0.539392,19,878.35442
-4.551646,19,878.713688
0.406754,19,879.064307
0.175813,28,879.566705
0.625656,24,880.009534
-4.150742,27,880.550648
-2.252059,32,881.136723
-1.089091,26,881.608356
-2.996916,30,882.170682
-0.21052,32,882.749809
0.593119,21,883.138046
-2.041429,23,883.562376
-3.036861,23,883.998561
0.301617,20,884.3694
0.173442,22,884.771532
0.233019,26,885.271481
-4.941265,30,885.808729
-1.997295,24,886.381487
0.081532,21,886.801535
-0.69712,22,887.205834
-2.739367,23,887.631851
-3.151095,32,888.211938
0.159828,28,888.715157
-0.135485,27,889.20743
0.187389,29,889.731475
-4.31522,31,890.289098
-18.557268,31,890.877226
-0.09649,23,891.364312
-5.176746,24,891.83084
0.456874,28,892.339878
0.200022,26,892.821456
-7.068286,26,893.292759
-0.053013,29,893.817243
-1.93818,23,894.236201
0.716139,20,894.608919
0.475051,26,895.116191
0.242327,24,895.557157
0.058963,25,896.013228
0.365798,31,896.604942
-5.969242,25,897.057944
0.369192,20,897.431292
0.106691,24,897.867618
0.075221,30,898.404739
0.444654,22,898.854176
0.389447,20,899.231378
0.023322,25,899.682168
-1.87948,26,900.295837
0.195239,22,900.713611
-7.543684,50,901.912023
0.031944,23,902.371339
-1.807234,20,902.772921
-3.348078,30,903.317124
0.531208,26,903.886016
-2.066149,23,904.306328
0.368907,24,904.79853
0.128474,31,905.360786
0.688426,22,905.766233
-6.387901,27,906.295858
-4.009734,28,906.890447
-4.948201,24,907.337655
0.187968,31,907.884744
0.655196,20,908.253782
-0.89462,20,908.63204
-5.30885,32,909.216542
-0.122291,30,909.75721
-0.044697,26,910.231311
-0.585605,21,910.618557
-7.272024,28,911.11906
-3.937212,23,911.537888
-5.972355,25,911.98206
-2.71694,20,912.350245
-3.114027,24,912.797569
0.437349,23,913.26044
-0.110252,32,913.849157
-6.744948,24,914.280971
-10.989242,22,914.681047
0.514697,28,915.18309
-7.04501,24,915.616966
-5.019203,25,916.070659
-3.954332,21,916.456654
0.76274,21,916.890959
0.17004,26,917.361908
-0.227028,30,917.897647
0.005645,23,918.326445
0.168364,21,918.707556
0.411299,21,919.097102
0.121369,21,919.482766
-5.72768,20,919.847441
-0.003785,31,920.406755
0.047201,25,920.85248
-10.300391,29,921.367361
0.128925,20,921.734259
-2.226007,32,922.297665
-9.374849,24,922.794765
-0.152963,27,923.302104
-4.813614,21,923.702732
-3.871108,30,924.287947
0.659502,21,924.669508
0.5629,29,925.187547
-2.093798,25,925.631942
-0.032822,28,926.126284
0.383857,22,926.518677
-3.585724,20,926.914139
0.625428,30,927.453263
-6.122225,25,927.89713
0.403748,27,928.378532
0.314221,20,928.745446
-9.479604,20,929.112298
-6.879928,26,929.577523
-3.008154,30,930.101441
0.391652,26,930.561158
-3.941272,30,931.081476
-4.353361,28,931.579292
-4.221105,26,932.036385
0.137551,23,932.503885
-12.304117,31,933.041866
0.01353,28,933.53174
-6.069022,24,933.95822
-8.932954,29,934.483404
-0.241346,25,934.960334
-2.159293,29,935.473113
0.45552,27,935.946042
-2.653921,23,936.365825
0.686893,31,936.906718
0.019178,26,937.536898
-0.800489,27,938.046205
0.272647,22,938.497664
-1.995852,25,938.942831
0.36672,29,939.454751
0.356617,20,939.815923
0.790306,19,940.162911
-1.990268,25,940.608052
-10.280336,27,941.081095
0.336469,30,941.602207
0.080556,32,942.159453
-2.824124,22,942.549603
0.052122,24,942.978299
0.574367,21,943.357744
-1.110074,31,943.91107
0.290143,26,944.464883
0.699667,19,944.80824
-7.091852,27,945.308415
0.154314,24,945.776036
-7.084237,29,946.296897
-6.834059,27,946.778059
0.587138,25,947.556748
0.246155,27,948.005292
-4.892818,21,948.383423
